codigo;fechareg;origen;documento;valor;estado;tipo_mov
2699;2019-01-01;7;0;1400000;S;101
2700;2019-01-01;7;0;1400000;S;101
2701;2019-01-01;7;0;1400000;S;101
2702;2019-01-01;7;0;1400000;S;101
2703;2019-01-01;7;0;1400000;S;101
2704;2019-01-01;7;0;1400000;S;101
2705;2019-01-01;7;0;1400000;S;101
2706;2019-01-01;7;0;1400000;S;101
2707;2019-01-01;7;0;1400000;S;101
2708;2019-01-01;7;0;1400000;S;101
2709;2019-01-01;7;0;1400000;S;101
2710;2019-01-01;7;0;1400000;S;101
2711;2019-01-01;7;0;1400000;S;101
2498;2019-01-01;7;0;1290000;S;101
2499;2019-01-01;7;0;1290000;S;101
5;2019-01-01;7;0;90000;S;101
2047;2019-01-01;7;0;1200000;S;101
2012;2019-01-01;7;0;1383392;S;101
2058;2019-01-01;7;0;2043565;S;101
2059;2019-01-01;7;0;1800000;S;101
2049;2019-01-01;7;0;3987690;S;101
2050;2019-01-01;7;0;3987690;S;101
2052;2019-01-01;7;0;3987690;S;101
2053;2019-01-01;7;0;3987690;S;101
2054;2019-01-01;7;0;3987690;S;101
2055;2019-01-01;7;0;3987690;S;101
2056;2019-01-01;7;0;3987690;S;101
2057;2019-01-01;7;0;3987690;S;101
2051;2019-01-01;7;0;3987690;S;101
2696;2019-01-01;7;0;1250000;S;101
2357;2019-01-01;7;0;2689400;S;101
135;2019-01-01;7;0;6980000;S;101
148;2019-01-01;7;0;3828000;S;101
228;2019-01-01;7;0;9976000;S;101
2535;2019-01-01;7;0;645696;S;101
2536;2019-01-01;7;0;645696;S;101
2752;2019-01-01;7;0;8180000;S;101
1990;2019-01-01;7;0;87888;S;101
1991;2019-01-01;7;0;87888;S;101
1992;2019-01-01;7;0;87888;S;101
1993;2019-01-01;7;0;87888;S;101
1994;2019-01-01;7;0;87888;S;101
1995;2019-01-01;7;0;87888;S;101
1996;2019-01-01;7;0;87888;S;101
1997;2019-01-01;7;0;87888;S;101
1998;2019-01-01;7;0;87888;S;101
1999;2019-01-01;7;0;87888;S;101
1988;2019-01-01;7;0;312500;S;101
1989;2019-01-01;7;0;312500;S;101
2161;2019-01-01;7;0;2054471;S;101
2164;2019-01-01;7;0;2054471;S;101
2170;2019-01-01;7;0;4559376;S;101
2172;2019-01-01;7;0;4559376;S;101
2173;2019-01-01;7;0;4559376;S;101
2175;2019-01-01;7;0;4559376;S;101
2176;2019-01-01;7;0;1375000;S;101
2177;2019-01-01;7;0;2190500;S;101
2179;2019-01-01;7;0;2190500;S;101
2181;2019-01-01;7;0;3086384;S;101
2182;2019-01-01;7;0;1375000;S;101
2183;2019-01-01;7;0;3086384;S;101
2185;2019-01-01;7;0;1966200;S;101
2187;2019-01-01;7;0;3086384;S;101
2160;2019-01-01;7;0;2054471;S;101
2162;2019-01-01;7;0;2054471;S;101
2163;2019-01-01;7;0;2054471;S;101
2166;2019-01-01;7;0;1345000;S;101
2167;2019-01-01;7;0;1375000;S;101
2168;2019-01-01;7;0;1375000;S;101
2171;2019-01-01;7;0;4559376;S;101
2174;2019-01-01;7;0;4559376;S;101
2178;2019-01-01;7;0;2190500;S;101
2180;2019-01-01;7;0;3086086;S;101
2184;2019-01-01;7;0;3086384;S;101
2186;2019-01-01;7;0;1966200;S;101
2188;2019-01-01;7;0;1720000;S;101
2189;2019-01-01;7;0;2768920;S;101
2190;2019-01-01;7;0;3086384;S;101
2169;2019-01-01;7;0;1375000;S;101
2013;2019-01-01;7;0;2904060;S;101
2014;2019-01-01;7;0;2904060;S;101
2015;2019-01-01;7;0;2904060;S;101
2016;2019-01-01;7;0;2904060;S;101
2165;2019-01-01;7;0;1131000;S;101
2821;2019-01-01;7;0;800000;S;101
2811;2019-01-01;7;0;500000;S;101
2808;2019-01-01;7;0;350000;S;101
2722;2019-01-01;7;0;4800000;S;101
2778;2019-01-01;7;0;500000;S;101
2797;2019-01-01;7;0;800000;S;101
2771;2019-01-01;7;0;450000;S;101
2773;2019-01-01;7;0;450000;S;101
2794;2019-01-01;7;0;450000;S;101
2795;2019-01-01;7;0;450000;S;101
2803;2019-01-01;7;0;450000;S;101
2826;2019-01-01;7;0;450000;S;101
2828;2019-01-01;7;0;450000;S;101
2819;2019-01-01;7;0;450000;S;101
2812;2019-01-01;7;0;450000;S;101
2817;2019-01-01;7;0;450000;S;101
2772;2019-01-01;7;0;450000;S;101
2804;2019-01-01;7;0;450000;S;101
2799;2019-01-01;7;0;450000;S;101
2805;2019-01-01;7;0;2300000;S;101
2832;2019-01-01;7;0;450000;S;101
2814;2019-01-01;7;0;900000;S;101
2823;2019-01-01;7;0;600000;S;101
2777;2019-01-01;7;0;900000;S;101
2820;2019-01-01;7;0;6913600;S;101
2781;2019-01-01;7;0;900000;S;101
2770;2019-01-01;7;0;1500000;S;101
2792;2019-01-01;7;0;1500000;S;101
2830;2019-01-01;7;0;400000;S;101
2818;2019-01-01;7;0;500000;S;101
2824;2019-01-01;7;0;550000;S;101
2800;2019-01-01;7;0;4000000;S;101
2789;2019-01-01;7;0;450000;S;101
2825;2019-01-01;7;0;5000000;S;101
2845;2019-01-01;7;0;450000;S;101
2782;2019-01-01;7;0;1000000;S;101
2807;2019-01-01;7;0;1087464;S;101
2810;2019-01-01;7;0;800000;S;101
2784;2019-01-01;7;0;1600000;S;101
2769;2019-01-01;7;0;2554452;S;101
2791;2019-01-01;7;0;450000;S;101
2827;2019-01-01;7;0;6913600;S;101
2793;2019-01-01;7;0;100000;S;101
2831;2019-01-01;7;0;1600000;S;101
2816;2019-01-01;7;0;500000;S;101
2790;2019-01-01;7;0;300000;S;101
2802;2019-01-01;7;0;4000000;S;101
2774;2019-01-01;7;0;450000;S;101
2815;2019-01-01;7;0;350000;S;101
2798;2019-01-01;7;0;1087464;S;101
2801;2019-01-01;7;0;350000;S;101
2788;2019-01-01;7;0;800000;S;101
2783;2019-01-01;7;0;2500000;S;101
2829;2019-01-01;7;0;8000000;S;101
2787;2019-01-01;7;0;800000;S;101
2833;2019-01-01;7;0;3000000;S;101
2806;2019-01-01;7;0;500000;S;101
2796;2019-01-01;7;0;3000000;S;101
2786;2019-01-01;7;0;1000000;S;101
2779;2019-01-01;7;0;450000;S;101
2809;2019-01-01;7;0;500000;S;101
2780;2019-01-01;7;0;450000;S;101
2785;2019-01-01;7;0;500000;S;101
2822;2019-01-01;7;0;500000;S;101
2378;2019-01-01;7;0;183260;S;101
2766;2019-01-01;7;0;18450000;S;101
2379;2019-01-01;7;0;183260;S;101
2380;2019-01-01;7;0;183260;S;101
2381;2019-01-01;7;0;183260;S;101
2382;2019-01-01;7;0;183260;S;101
2383;2019-01-01;7;0;183260;S;101
2384;2019-01-01;7;0;183260;S;101
2385;2019-01-01;7;0;183260;S;101
2386;2019-01-01;7;0;183260;S;101
2387;2019-01-01;7;0;183260;S;101
2388;2019-01-01;7;0;183260;S;101
2389;2019-01-01;7;0;183260;S;101
2390;2019-01-01;7;0;183260;S;101
2391;2019-01-01;7;0;183260;S;101
2392;2019-01-01;7;0;183260;S;101
2393;2019-01-01;7;0;183260;S;101
2394;2019-01-01;7;0;183260;S;101
2395;2019-01-01;7;0;183260;S;101
2396;2019-01-01;7;0;183260;S;101
2397;2019-01-01;7;0;183260;S;101
2398;2019-01-01;7;0;183260;S;101
2399;2019-01-01;7;0;183260;S;101
2400;2019-01-01;7;0;183260;S;101
2401;2019-01-01;7;0;183260;S;101
2402;2019-01-01;7;0;183260;S;101
2403;2019-01-01;7;0;183260;S;101
2404;2019-01-01;7;0;183260;S;101
2405;2019-01-01;7;0;183260;S;101
2406;2019-01-01;7;0;183260;S;101
2407;2019-01-01;7;0;183260;S;101
2408;2019-01-01;7;0;183260;S;101
2409;2019-01-01;7;0;183260;S;101
2410;2019-01-01;7;0;183260;S;101
2411;2019-01-01;7;0;183260;S;101
