codigo;fechareg;origen;documento;valor;estado;tipo_mov
2412;2019-01-01;7;0;183260;S;101
2413;2019-01-01;7;0;183260;S;101
2414;2019-01-01;7;0;183260;S;101
2415;2019-01-01;7;0;183260;S;101
2416;2019-01-01;7;0;183260;S;101
2346;2019-01-01;7;0;90000;S;101
2347;2019-01-01;7;0;90000;S;101
2348;2019-01-01;7;0;90000;S;101
2349;2019-01-01;7;0;90000;S;101
2350;2019-01-01;7;0;90000;S;101
2351;2019-01-01;7;0;90000;S;101
2352;2019-01-01;7;0;90000;S;101
2353;2019-01-01;7;0;90000;S;101
8;2019-01-01;7;0;63800;S;101
2315;2019-01-01;7;0;80760;S;101
2316;2019-01-01;7;0;80760;S;101
2317;2019-01-01;7;0;80760;S;101
2318;2019-01-01;7;0;80760;S;101
2319;2019-01-01;7;0;80760;S;101
2320;2019-01-01;7;0;80760;S;101
2321;2019-01-01;7;0;80760;S;101
2322;2019-01-01;7;0;80760;S;101
2323;2019-01-01;7;0;80760;S;101
2324;2019-01-01;7;0;80760;S;101
224;2019-01-01;7;0;2262000;S;101
225;2019-01-01;7;0;2262000;S;101
226;2019-01-01;7;0;2262000;S;101
227;2019-01-01;7;0;2262000;S;101
2334;2019-01-01;7;0;2204960;S;101
2850;2019-01-01;7;0;3352488;S;101
175;2019-01-01;7;0;1044000;S;101
174;2019-01-01;7;0;178050;S;101
176;2019-01-01;7;0;244116;S;101
254;2019-01-01;7;0;1898791;S;101
2745;2019-01-01;7;0;40000000;S;101
2744;2019-01-01;7;0;40000000;S;101
2746;2019-01-01;7;0;40000000;S;101
2733;2019-01-01;7;0;40000000;S;101
2847;2019-01-01;7;0;6000000;S;101
2074;2019-01-01;7;0;581174;S;101
2073;2019-01-01;7;0;581174;S;101
2075;2019-01-01;7;0;581174;S;101
2076;2019-01-01;7;0;581174;S;101
2078;2019-01-01;7;0;581174;S;101
2077;2019-01-01;7;0;581174;S;101
7;2019-01-01;7;0;632896;S;101
339;2019-01-01;7;0;373522;S;101
340;2019-01-01;7;0;373522;S;101
541;2019-01-01;7;0;324800;S;101
347;2019-01-01;7;0;127963;S;101
387;2019-01-01;7;0;2062270;S;101
388;2019-01-01;7;0;2062270;S;101
389;2019-01-01;7;0;2062270;S;101
390;2019-01-01;7;0;2062270;S;101
391;2019-01-01;7;0;2062270;S;101
393;2019-01-01;7;0;2062270;S;101
544;2019-01-01;7;0;2204000;S;101
546;2019-01-01;7;0;2204000;S;101
547;2019-01-01;7;0;2204000;S;101
545;2019-01-01;7;0;2204000;S;101
543;2019-01-01;7;0;2305000;S;101
367;2019-01-01;7;0;2250400;S;101
368;2019-01-01;7;0;2250400;S;101
2728;2019-01-01;7;0;45010650;S;101
305;2019-01-01;7;0;226200;S;101
306;2019-01-01;7;0;226200;S;101
1909;2019-01-01;7;0;983332;S;101
1910;2019-01-01;7;0;983332;S;101
1911;2019-01-01;7;0;983332;S;101
1912;2019-01-01;7;0;983332;S;101
1913;2019-01-01;7;0;983332;S;101
1914;2019-01-01;7;0;983332;S;101
1915;2019-01-01;7;0;481600;S;101
1916;2019-01-01;7;0;2408000;S;101
1917;2019-01-01;7;0;481600;S;101
1918;2019-01-01;7;0;481600;S;101
1919;2019-01-01;7;0;481600;S;101
1920;2019-01-01;7;0;481600;S;101
1924;2019-01-01;7;0;895000;S;101
1925;2019-01-01;7;0;895000;S;101
1926;2019-01-01;7;0;895000;S;101
1927;2019-01-01;7;0;895000;S;101
1928;2019-01-01;7;0;895000;S;101
1929;2019-01-01;7;0;895000;S;101
1930;2019-01-01;7;0;895000;S;101
1931;2019-01-01;7;0;895000;S;101
1932;2019-01-01;7;0;895000;S;101
1923;2019-01-01;7;0;1817100;S;101
1785;2019-01-01;7;0;286701;S;101
1786;2019-01-01;7;0;286701;S;101
1787;2019-01-01;7;0;286701;S;101
1788;2019-01-01;7;0;286701;S;101
1789;2019-01-01;7;0;286701;S;101
1790;2019-01-01;7;0;286701;S;101
1791;2019-01-01;7;0;286701;S;101
1792;2019-01-01;7;0;286701;S;101
1793;2019-01-01;7;0;286701;S;101
1794;2019-01-01;7;0;286701;S;101
1795;2019-01-01;7;0;286701;S;101
1796;2019-01-01;7;0;286701;S;101
1797;2019-01-01;7;0;286701;S;101
1798;2019-01-01;7;0;286701;S;101
1799;2019-01-01;7;0;286701;S;101
1800;2019-01-01;7;0;286701;S;101
1801;2019-01-01;7;0;286701;S;101
1802;2019-01-01;7;0;286701;S;101
1803;2019-01-01;7;0;286701;S;101
1804;2019-01-01;7;0;286701;S;101
1805;2019-01-01;7;0;286701;S;101
1806;2019-01-01;7;0;286701;S;101
1807;2019-01-01;7;0;286701;S;101
1808;2019-01-01;7;0;286701;S;101
1809;2019-01-01;7;0;286701;S;101
1810;2019-01-01;7;0;286701;S;101
1811;2019-01-01;7;0;286701;S;101
1687;2019-01-01;7;0;860103;S;101
1688;2019-01-01;7;0;860103;S;101
1689;2019-01-01;7;0;860103;S;101
1922;2019-01-01;7;0;1817100;S;101
1921;2019-01-01;7;0;1817100;S;101
1784;2019-01-01;7;0;286701;S;101
1690;2019-01-01;7;0;860103;S;101
1691;2019-01-01;7;0;860103;S;101
1692;2019-01-01;7;0;860103;S;101
2000;2019-01-01;7;0;2538191;S;101
2537;2019-01-01;7;0;900400;S;101
2538;2019-01-01;7;0;900400;S;101
1936;2019-01-01;7;0;423732;S;101
1961;2019-01-01;7;0;2241120;S;101
1937;2019-01-01;7;0;423732;S;101
1938;2019-01-01;7;0;423732;S;101
1939;2019-01-01;7;0;381354;S;101
1940;2019-01-01;7;0;381354;S;101
281;2019-01-01;7;0;176400;S;101
282;2019-01-01;7;0;176400;S;101
283;2019-01-01;7;0;176400;S;101
280;2019-01-01;7;0;176400;S;101
273;2019-01-01;7;0;176400;S;101
274;2019-01-01;7;0;176400;S;101
284;2019-01-01;7;0;176400;S;101
277;2019-01-01;7;0;176400;S;101
278;2019-01-01;7;0;176400;S;101
275;2019-01-01;7;0;176400;S;101
276;2019-01-01;7;0;176400;S;101
285;2019-01-01;7;0;176400;S;101
279;2019-01-01;7;0;176400;S;101
2723;2019-01-01;7;0;1700000;S;101
2619;2019-01-01;7;0;792000;S;101
2620;2019-01-01;7;0;11000;S;101
2621;2019-01-01;7;0;11000;S;101
2622;2019-01-01;7;0;11000;S;101
2623;2019-01-01;7;0;11000;S;101
2624;2019-01-01;7;0;11000;S;101
2625;2019-01-01;7;0;11000;S;101
2626;2019-01-01;7;0;11000;S;101
2627;2019-01-01;7;0;11000;S;101
2628;2019-01-01;7;0;11000;S;101
2629;2019-01-01;7;0;11000;S;101
2630;2019-01-01;7;0;11000;S;101
2631;2019-01-01;7;0;11000;S;101
2632;2019-01-01;7;0;11000;S;101
2633;2019-01-01;7;0;11000;S;101
2634;2019-01-01;7;0;11000;S;101
2635;2019-01-01;7;0;11000;S;101
2636;2019-01-01;7;0;11000;S;101
2637;2019-01-01;7;0;11000;S;101
2638;2019-01-01;7;0;11000;S;101
2639;2019-01-01;7;0;11000;S;101
2640;2019-01-01;7;0;11000;S;101
2641;2019-01-01;7;0;11000;S;101
2642;2019-01-01;7;0;11000;S;101
2643;2019-01-01;7;0;11000;S;101
2644;2019-01-01;7;0;11000;S;101
2645;2019-01-01;7;0;11000;S;101
2646;2019-01-01;7;0;11000;S;101
2647;2019-01-01;7;0;11000;S;101
2648;2019-01-01;7;0;11000;S;101
2649;2019-01-01;7;0;11000;S;101
2650;2019-01-01;7;0;11000;S;101
2651;2019-01-01;7;0;11000;S;101
2652;2019-01-01;7;0;11000;S;101
2653;2019-01-01;7;0;11000;S;101
2654;2019-01-01;7;0;11000;S;101
2655;2019-01-01;7;0;11000;S;101
2656;2019-01-01;7;0;11000;S;101
2657;2019-01-01;7;0;11000;S;101
2658;2019-01-01;7;0;11000;S;101
2659;2019-01-01;7;0;11000;S;101
2660;2019-01-01;7;0;11000;S;101
2661;2019-01-01;7;0;11000;S;101
2662;2019-01-01;7;0;11000;S;101
2663;2019-01-01;7;0;11000;S;101
2664;2019-01-01;7;0;11000;S;101
2665;2019-01-01;7;0;11000;S;101
2666;2019-01-01;7;0;11000;S;101
2667;2019-01-01;7;0;11000;S;101
2668;2019-01-01;7;0;11000;S;101
2669;2019-01-01;7;0;11000;S;101
2670;2019-01-01;7;0;11000;S;101
2671;2019-01-01;7;0;11000;S;101
2672;2019-01-01;7;0;11000;S;101
2673;2019-01-01;7;0;11000;S;101
2674;2019-01-01;7;0;11000;S;101
2675;2019-01-01;7;0;11000;S;101
2676;2019-01-01;7;0;11000;S;101
2677;2019-01-01;7;0;11000;S;101
2678;2019-01-01;7;0;11000;S;101
2679;2019-01-01;7;0;11000;S;101
2680;2019-01-01;7;0;11000;S;101
2681;2019-01-01;7;0;11000;S;101
2682;2019-01-01;7;0;11000;S;101
2683;2019-01-01;7;0;11000;S;101
2684;2019-01-01;7;0;11000;S;101
2685;2019-01-01;7;0;11000;S;101
2686;2019-01-01;7;0;11000;S;101
2687;2019-01-01;7;0;11000;S;101
2688;2019-01-01;7;0;11000;S;101
2689;2019-01-01;7;0;11000;S;101
2690;2019-01-01;7;0;11000;S;101
2522;2019-01-01;7;0;326799;S;101
2504;2019-01-01;7;0;2475000;S;101
2697;2019-01-01;7;0;1815000;S;101
2698;2019-01-01;7;0;1815000;S;101
2596;2019-01-01;7;0;1703336;S;101
2597;2019-01-01;7;0;1703336;S;101
2617;2019-01-01;7;0;52000;S;101
2618;2019-01-01;7;0;52000;S;101
2844;2019-01-01;7;0;410589;S;101
2767;2019-01-01;7;0;18450000;S;101
400;2019-01-01;7;0;531533;S;101
401;2019-01-01;7;0;531533;S;101
402;2019-01-01;7;0;531533;S;101
403;2019-01-01;7;0;531533;S;101
404;2019-01-01;7;0;531533;S;101
408;2019-01-01;7;0;481533;S;101
407;2019-01-01;7;0;481533;S;101
363;2019-01-01;7;0;424800;S;101
399;2019-01-01;7;0;531533;S;101
2543;2019-01-01;7;0;1429440;S;101
134;2019-01-01;7;0;188734;S;101
258;2019-01-01;7;0;300000;S;101
259;2019-01-01;7;0;300000;S;101
257;2019-01-01;7;0;300000;S;101
178;2019-01-01;7;0;140294;S;101
2325;2019-01-01;7;0;350000;S;101
2326;2019-01-01;7;0;350000;S;101
2327;2019-01-01;7;0;350000;S;101
2328;2019-01-01;7;0;350000;S;101
2329;2019-01-01;7;0;350000;S;101
2332;2019-01-01;7;0;550116;S;101
2751;2019-01-01;7;0;8180000;S;101
2727;2019-01-01;7;0;150035500;S;101
2542;2019-01-01;7;0;24960;S;101
2603;2019-01-01;7;0;432000;S;101
2604;2019-01-01;7;0;432000;S;101
2605;2019-01-01;7;0;392000;S;101
2602;2019-01-01;7;0;385000;S;101
2506;2019-01-01;7;0;123500;S;101
2507;2019-01-01;7;0;123500;S;101
2508;2019-01-01;7;0;123500;S;101
2509;2019-01-01;7;0;123500;S;101
2510;2019-01-01;7;0;123500;S;101
2511;2019-01-01;7;0;123500;S;101
2512;2019-01-01;7;0;123500;S;101
2513;2019-01-01;7;0;123500;S;101
2514;2019-01-01;7;0;123500;S;101
2515;2019-01-01;7;0;123500;S;101
2516;2019-01-01;7;0;123500;S;101
2517;2019-01-01;7;0;123500;S;101
2518;2019-01-01;7;0;123500;S;101
2519;2019-01-01;7;0;133500;S;101
2520;2019-01-01;7;0;133500;S;101
2521;2019-01-01;7;0;133500;S;101
2555;2019-01-01;7;0;120000;S;101
2556;2019-01-01;7;0;120000;S;101
2557;2019-01-01;7;0;120000;S;101
2558;2019-01-01;7;0;120000;S;101
2559;2019-01-01;7;0;120000;S;101
2560;2019-01-01;7;0;120000;S;101
2561;2019-01-01;7;0;120000;S;101
2562;2019-01-01;7;0;120000;S;101
2563;2019-01-01;7;0;120000;S;101
2564;2019-01-01;7;0;120000;S;101
2565;2019-01-01;7;0;120000;S;101
2566;2019-01-01;7;0;120000;S;101
2567;2019-01-01;7;0;120000;S;101
2568;2019-01-01;7;0;120000;S;101
2763;2019-01-01;7;0;9240000;S;101
271;2019-01-01;7;0;2231000;S;101
272;2019-01-01;7;0;3415000;S;101
2724;2019-01-01;7;0;350000;S;101
26;2019-01-01;7;0;34569;S;101
2335;2019-01-01;7;0;430000;S;101
2130;2019-01-01;7;0;1879200;S;101
2131;2019-01-01;7;0;1879200;S;101
2132;2019-01-01;7;0;1187840;S;101
2133;2019-01-01;7;0;423632;S;101
2134;2019-01-01;7;0;1462377;S;101
2135;2019-01-01;7;0;398000;S;101
2136;2019-01-01;7;0;398000;S;101
2137;2019-01-01;7;0;398000;S;101
2141;2019-01-01;7;0;1206352;S;101
2144;2019-01-01;7;0;1206352;S;101
2147;2019-01-01;7;0;1357777;S;101
2154;2019-01-01;7;0;1150855;S;101
2138;2019-01-01;7;0;1137028;S;101
2142;2019-01-01;7;0;1702880;S;101
2145;2019-01-01;7;0;1206352;S;101
2140;2019-01-01;7;0;1137028;S;101
2146;2019-01-01;7;0;1357777;S;101
2139;2019-01-01;7;0;1137028;S;101
2155;2019-01-01;7;0;1206352;S;101
2151;2019-01-01;7;0;6114458;S;101
2143;2019-01-01;7;0;1206352;S;101
2150;2019-01-01;7;0;2877074;S;101
2148;2019-01-01;7;0;1357777;S;101
2152;2019-01-01;7;0;3721844;S;101
2721;2019-01-01;7;0;550000;S;101
3;2019-01-01;7;0;150000;S;101
2376;2019-01-01;7;0;499800;S;101
24;2019-01-01;7;0;121791;S;101
384;2019-01-01;7;0;300000;S;101
385;2019-01-01;7;0;700000;S;101
2739;2019-01-01;7;0;40000000;S;101
2737;2019-01-01;7;0;40000000;S;101
2731;2019-01-01;7;0;1500000;S;101
25;2019-01-01;7;0;14488;S;101
2776;2019-01-01;7;0;2000000;S;101
2122;2019-01-01;7;0;424395;S;101
2539;2019-01-01;7;0;173568;S;101
2768;2019-01-01;7;0;18450000;S;101
2417;2019-01-01;7;0;74970;S;101
2418;2019-01-01;7;0;74970;S;101
2749;2019-01-01;7;0;8180000;S;101
22;2019-01-01;7;0;40848;S;101
23;2019-01-01;7;0;23990;S;101
153;2019-01-01;7;0;2666000;S;101
1;2019-01-01;7;0;1800000;S;101
449;2019-01-01;7;0;281842;S;101
450;2019-01-01;7;0;281842;S;101
451;2019-01-01;7;0;281842;S;101
452;2019-01-01;7;0;281842;S;101
453;2019-01-01;7;0;281842;S;101
454;2019-01-01;7;0;281842;S;101
455;2019-01-01;7;0;281842;S;101
456;2019-01-01;7;0;281842;S;101
537;2019-01-01;7;0;291562;S;101
538;2019-01-01;7;0;291592;S;101
539;2019-01-01;7;0;291562;S;101
540;2019-01-01;7;0;291562;S;101
448;2019-01-01;7;0;96880;S;101
446;2019-01-01;7;0;137681;S;101
445;2019-01-01;7;0;137681;S;101
447;2019-01-01;7;0;137681;S;101
542;2019-01-01;7;0;597632;S;101
444;2019-01-01;7;0;244339;S;101
441;2019-01-01;7;0;100000;S;101
386;2019-01-01;7;0;6403200;S;101
531;2019-01-01;7;0;90000;S;101
442;2019-01-01;7;0;244339;S;101
443;2019-01-01;7;0;244339;S;101
1964;2019-01-01;7;0;275500;S;101
1965;2019-01-01;7;0;275500;S;101
1966;2019-01-01;7;0;275500;S;101
1967;2019-01-01;7;0;275500;S;101
1968;2019-01-01;7;0;275500;S;101
1969;2019-01-01;7;0;275500;S;101
1970;2019-01-01;7;0;275500;S;101
460;2019-01-01;7;0;399894;S;101
461;2019-01-01;7;0;399894;S;101
462;2019-01-01;7;0;399894;S;101
463;2019-01-01;7;0;399894;S;101
464;2019-01-01;7;0;399894;S;101
465;2019-01-01;7;0;399894;S;101
466;2019-01-01;7;0;399894;S;101
467;2019-01-01;7;0;399894;S;101
468;2019-01-01;7;0;399894;S;101
469;2019-01-01;7;0;399894;S;101
470;2019-01-01;7;0;399894;S;101
471;2019-01-01;7;0;399894;S;101
472;2019-01-01;7;0;399894;S;101
473;2019-01-01;7;0;399894;S;101
474;2019-01-01;7;0;399894;S;101
475;2019-01-01;7;0;399894;S;101
476;2019-01-01;7;0;399894;S;101
477;2019-01-01;7;0;399894;S;101
478;2019-01-01;7;0;399894;S;101
479;2019-01-01;7;0;399894;S;101
480;2019-01-01;7;0;399894;S;101
481;2019-01-01;7;0;399894;S;101
482;2019-01-01;7;0;399894;S;101
483;2019-01-01;7;0;399894;S;101
484;2019-01-01;7;0;399894;S;101
485;2019-01-01;7;0;399894;S;101
486;2019-01-01;7;0;399894;S;101
487;2019-01-01;7;0;399894;S;101
488;2019-01-01;7;0;399894;S;101
489;2019-01-01;7;0;399894;S;101
490;2019-01-01;7;0;399894;S;101
491;2019-01-01;7;0;399894;S;101
492;2019-01-01;7;0;399894;S;101
493;2019-01-01;7;0;399894;S;101
494;2019-01-01;7;0;399894;S;101
495;2019-01-01;7;0;399894;S;101
496;2019-01-01;7;0;399894;S;101
497;2019-01-01;7;0;399894;S;101
498;2019-01-01;7;0;399894;S;101
499;2019-01-01;7;0;399894;S;101
500;2019-01-01;7;0;399894;S;101
501;2019-01-01;7;0;399894;S;101
502;2019-01-01;7;0;399894;S;101
503;2019-01-01;7;0;399894;S;101
504;2019-01-01;7;0;399894;S;101
505;2019-01-01;7;0;399894;S;101
506;2019-01-01;7;0;399894;S;101
507;2019-01-01;7;0;399894;S;101
508;2019-01-01;7;0;399894;S;101
509;2019-01-01;7;0;399894;S;101
510;2019-01-01;7;0;399894;S;101
511;2019-01-01;7;0;399894;S;101
512;2019-01-01;7;0;399894;S;101
513;2019-01-01;7;0;399894;S;101
514;2019-01-01;7;0;399894;S;101
515;2019-01-01;7;0;399894;S;101
516;2019-01-01;7;0;399894;S;101
457;2019-01-01;7;0;348253;S;101
458;2019-01-01;7;0;348253;S;101
459;2019-01-01;7;0;348253;S;101
517;2019-01-01;7;0;41500;S;101
518;2019-01-01;7;0;41500;S;101
519;2019-01-01;7;0;41500;S;101
520;2019-01-01;7;0;41500;S;101
521;2019-01-01;7;0;41500;S;101
522;2019-01-01;7;0;41500;S;101
523;2019-01-01;7;0;41500;S;101
524;2019-01-01;7;0;41500;S;101
525;2019-01-01;7;0;41500;S;101
526;2019-01-01;7;0;41500;S;101
527;2019-01-01;7;0;45000;S;101
528;2019-01-01;7;0;45000;S;101
529;2019-01-01;7;0;45000;S;101
530;2019-01-01;7;0;45000;S;101
532;2019-01-01;7;0;45000;S;101
533;2019-01-01;7;0;45000;S;101
534;2019-01-01;7;0;45000;S;101
535;2019-01-01;7;0;45000;S;101
536;2019-01-01;7;0;2277094;S;101
1963;2019-01-01;7;0;453379;S;101
2691;2019-01-01;7;0;520000;S;101
2692;2019-01-01;7;0;680000;S;101
212;2019-01-01;7;0;664796;S;101
213;2019-01-01;7;0;664796;S;101
214;2019-01-01;7;0;664796;S;101
201;2019-01-01;7;0;968600;S;101
223;2019-01-01;7;0;1044999;S;101
199;2019-01-01;7;0;968600;S;101
186;2019-01-01;7;0;986000;S;101
187;2019-01-01;7;0;812000;S;101
188;2019-01-01;7;0;812000;S;101
189;2019-01-01;7;0;812000;S;101
190;2019-01-01;7;0;812000;S;101
191;2019-01-01;7;0;812000;S;101
192;2019-01-01;7;0;812000;S;101
193;2019-01-01;7;0;812000;S;101
194;2019-01-01;7;0;812000;S;101
195;2019-01-01;7;0;812000;S;101
196;2019-01-01;7;0;812000;S;101
215;2019-01-01;7;0;408320;S;101
216;2019-01-01;7;0;408320;S;101
217;2019-01-01;7;0;408320;S;101
218;2019-01-01;7;0;99528;S;101
219;2019-01-01;7;0;99528;S;101
220;2019-01-01;7;0;99528;S;101
221;2019-01-01;7;0;99528;S;101
222;2019-01-01;7;0;99528;S;101
202;2019-01-01;7;0;968600;S;101
197;2019-01-01;7;0;968600;S;101
205;2019-01-01;7;0;525393;S;101
206;2019-01-01;7;0;525393;S;101
207;2019-01-01;7;0;525393;S;101
208;2019-01-01;7;0;525393;S;101
209;2019-01-01;7;0;525393;S;101
210;2019-01-01;7;0;525393;S;101
198;2019-01-01;7;0;525393;S;101
211;2019-01-01;7;0;611523;S;101
200;2019-01-01;7;0;968600;S;101
184;2019-01-01;7;0;1450000;S;101
185;2019-01-01;7;0;1450000;S;101
203;2019-01-01;7;0;968600;S;101
204;2019-01-01;7;0;968600;S;101
179;2019-01-01;7;0;750000;S;101
180;2019-01-01;7;0;750000;S;101
181;2019-01-01;7;0;750000;S;101
182;2019-01-01;7;0;750000;S;101
183;2019-01-01;7;0;750000;S;101
154;2019-01-01;7;0;80000;S;101
155;2019-01-01;7;0;80000;S;101
156;2019-01-01;7;0;80000;S;101
157;2019-01-01;7;0;80000;S;101
158;2019-01-01;7;0;80000;S;101
159;2019-01-01;7;0;80000;S;101
160;2019-01-01;7;0;80000;S;101
161;2019-01-01;7;0;80000;S;101
144;2019-01-01;7;0;5930000;S;101
145;2019-01-01;7;0;5930000;S;101
146;2019-01-01;7;0;5930000;S;101
147;2019-01-01;7;0;5930000;S;101
136;2019-01-01;7;0;6599999;S;101
137;2019-01-01;7;0;6599999;S;101
138;2019-01-01;7;0;6599999;S;101
139;2019-01-01;7;0;6599999;S;101
140;2019-01-01;7;0;6599999;S;101
141;2019-01-01;7;0;6599999;S;101
142;2019-01-01;7;0;6599999;S;101
143;2019-01-01;7;0;6599999;S;101
341;2019-01-01;7;0;373522;S;101
349;2019-01-01;7;0;2659880;S;101
350;2019-01-01;7;0;324800;S;101
351;2019-01-01;7;0;324800;S;101
352;2019-01-01;7;0;324800;S;101
353;2019-01-01;7;0;324800;S;101
354;2019-01-01;7;0;324800;S;101
355;2019-01-01;7;0;324800;S;101
356;2019-01-01;7;0;324800;S;101
357;2019-01-01;7;0;324800;S;101
358;2019-01-01;7;0;324800;S;101
359;2019-01-01;7;0;324800;S;101
360;2019-01-01;7;0;324800;S;101
361;2019-01-01;7;0;324800;S;101
362;2019-01-01;7;0;324800;S;101
2017;2019-01-01;7;0;3086384;S;101
2018;2019-01-01;7;0;3086384;S;101
2019;2019-01-01;7;0;3086384;S;101
2020;2019-01-01;7;0;3086384;S;101
2021;2019-01-01;7;0;3086384;S;101
2022;2019-01-01;7;0;3086384;S;101
2023;2019-01-01;7;0;3086384;S;101
2024;2019-01-01;7;0;1756900;S;101
2025;2019-01-01;7;0;1756900;S;101
2026;2019-01-01;7;0;1756900;S;101
2027;2019-01-01;7;0;1756900;S;101
2028;2019-01-01;7;0;1756900;S;101
2029;2019-01-01;7;0;2409669;S;101
2030;2019-01-01;7;0;2869000;S;101
2031;2019-01-01;7;0;2869000;S;101
2032;2019-01-01;7;0;2869000;S;101
2033;2019-01-01;7;0;2869000;S;101
2034;2019-01-01;7;0;2869000;S;101
2035;2019-01-01;7;0;2869000;S;101
2036;2019-01-01;7;0;2869000;S;101
2038;2019-01-01;7;0;530086;S;101
2039;2019-01-01;7;0;530086;S;101
2040;2019-01-01;7;0;530086;S;101
2041;2019-01-01;7;0;530086;S;101
2043;2019-01-01;7;0;530086;S;101
2044;2019-01-01;7;0;530086;S;101
2045;2019-01-01;7;0;530086;S;101
2046;2019-01-01;7;0;530086;S;101
2048;2019-01-01;7;0;530086;S;101
2042;2019-01-01;7;0;530086;S;101
2037;2019-01-01;7;0;887400;S;101
149;2019-01-01;7;0;6252400;S;101
150;2019-01-01;7;0;6252400;S;101
151;2019-01-01;7;0;6252400;S;101
2748;2019-01-01;7;0;83200000;S;101
2764;2019-01-01;7;0;9240000;S;101
2241;2019-01-01;7;0;75000;S;101
2242;2019-01-01;7;0;80000;S;101
2243;2019-01-01;7;0;80000;S;101
2244;2019-01-01;7;0;80000;S;101
2245;2019-01-01;7;0;80000;S;101
2246;2019-01-01;7;0;80000;S;101
2247;2019-01-01;7;0;80000;S;101
2248;2019-01-01;7;0;80000;S;101
2249;2019-01-01;7;0;80000;S;101
2250;2019-01-01;7;0;80000;S;101
2251;2019-01-01;7;0;80000;S;101
2252;2019-01-01;7;0;25810;S;101
2253;2019-01-01;7;0;25810;S;101
2254;2019-01-01;7;0;25810;S;101
2255;2019-01-01;7;0;25810;S;101
2256;2019-01-01;7;0;25810;S;101
2257;2019-01-01;7;0;25810;S;101
2258;2019-01-01;7;0;25810;S;101
2259;2019-01-01;7;0;25810;S;101
2260;2019-01-01;7;0;25810;S;101
2261;2019-01-01;7;0;25810;S;101
2262;2019-01-01;7;0;25810;S;101
2264;2019-01-01;7;0;25810;S;101
2267;2019-01-01;7;0;25810;S;101
2268;2019-01-01;7;0;2584;S;101
2269;2019-01-01;7;0;25810;S;101
2271;2019-01-01;7;0;25810;S;101
2272;2019-01-01;7;0;25810;S;101
2273;2019-01-01;7;0;25810;S;101
2275;2019-01-01;7;0;25810;S;101
2276;2019-01-01;7;0;25810;S;101
2277;2019-01-01;7;0;25810;S;101
2278;2019-01-01;7;0;25810;S;101
2279;2019-01-01;7;0;80000;S;101
2280;2019-01-01;7;0;4559376;S;101
2282;2019-01-01;7;0;80000;S;101
2283;2019-01-01;7;0;80000;S;101
2284;2019-01-01;7;0;80000;S;101
2286;2019-01-01;7;0;80000;S;101
2287;2019-01-01;7;0;25810;S;101
2288;2019-01-01;7;0;25810;S;101
2289;2019-01-01;7;0;25810;S;101
2290;2019-01-01;7;0;80000;S;101
2291;2019-01-01;7;0;25810;S;101
2292;2019-01-01;7;0;80000;S;101
2294;2019-01-01;7;0;25810;S;101
2240;2019-01-01;7;0;25810;S;101
2263;2019-01-01;7;0;25810;S;101
2265;2019-01-01;7;0;25810;S;101
2266;2019-01-01;7;0;25810;S;101
2270;2019-01-01;7;0;25810;S;101
2274;2019-01-01;7;0;25810;S;101
2281;2019-01-01;7;0;25810;S;101
2285;2019-01-01;7;0;80000;S;101
2293;2019-01-01;7;0;80000;S;101
1680;2019-01-01;7;0;388918;S;101
1973;2019-01-01;7;0;1392000;S;101
371;2019-01-01;7;0;2320000;S;101
337;2019-01-01;7;0;575000;S;101
336;2019-01-01;7;0;320000;S;101
338;2019-01-01;7;0;300000;S;101
364;2019-01-01;7;0;580000;S;101
18;2019-01-01;7;0;48720;S;101
2333;2019-01-01;7;0;802870;S;101
2740;2019-01-01;7;0;40000000;S;101
2742;2019-01-01;7;0;40000000;S;101
2743;2019-01-01;7;0;40000000;S;101
2736;2019-01-01;7;0;40000000;S;101
2735;2019-01-01;7;0;40000000;S;101
2747;2019-01-01;7;0;40000000;S;101
2523;2019-01-01;7;0;2731680;S;101
2354;2019-01-01;7;0;1505680;S;101
2606;2019-01-01;7;0;1115600;S;101
2607;2019-01-01;7;0;1115600;S;101
2608;2019-01-01;7;0;1115600;S;101
2609;2019-01-01;7;0;1115600;S;101
2610;2019-01-01;7;0;1115600;S;101
2760;2019-01-01;7;0;9240000;S;101
2611;2019-01-01;7;0;18000;S;101
2612;2019-01-01;7;0;18000;S;101
2613;2019-01-01;7;0;18000;S;101
2614;2019-01-01;7;0;18000;S;101
2615;2019-01-01;7;0;18000;S;101
2540;2019-01-01;7;0;39000;S;101
2541;2019-01-01;7;0;39000;S;101
1945;2019-01-01;7;0;287819;S;101
1946;2019-01-01;7;0;287819;S;101
1947;2019-01-01;7;0;287819;S;101
2846;2019-01-01;7;0;6000000;S;101
162;2019-01-01;7;0;242000;S;101
163;2019-01-01;7;0;242000;S;101
2309;2019-01-01;7;0;20880;S;101
2310;2019-01-01;7;0;20880;S;101
2616;2019-01-01;7;0;25400;S;101
2419;2019-01-01;7;0;74970;S;101
2420;2019-01-01;7;0;74970;S;101
2421;2019-01-01;7;0;74970;S;101
2422;2019-01-01;7;0;74970;S;101
2423;2019-01-01;7;0;74970;S;101
2424;2019-01-01;7;0;74970;S;101
2425;2019-01-01;7;0;74970;S;101
2426;2019-01-01;7;0;74970;S;101
2427;2019-01-01;7;0;74970;S;101
2428;2019-01-01;7;0;74970;S;101
2429;2019-01-01;7;0;74970;S;101
