S	212350223	10709	2020	EJECUCIONDEGASTOS
D	2.3.01.01.03.55	1	07	10	002	086	7064	C	1	1	1	110000005022300	0	9000000	0	9000000	0	9000000	0	0	0	0
D	2.3.02.01.01.09	1	07	10	013	002	7098	C	1	1	1	110000005022300	0	19966250	0	7320600	0	7320600	0	0	0	12645650
D	2.3.02.01.02.09	1	07	10	002	002	7098	C	1	1	1	110000005022300	0	4000000	0	1394400	0	1394400	0	0	0	2605600
D	2.3.03.01.98	1	07	10	013	049	70482	C	1	1	1	110000005022300	0	6000000	0	6000000	0	6000000	0	0	0	0
D	2.3.03.02.07	1	07	10	003	028	7102	C	1	1	1	110000005022300	0	76922937	0	9100000	0	9100000	0	0	0	67822937
D	2.3.03.02.07	1	07	10	013	028	7102	C	1	1	1	110000005022300	0	53000000	0	47000000	0	47000000	0	0	0	6000000
D	2.3.03.02.11	1	07	10	013	028	71012	C	1	1	1	110000005022300	0	9900000	0	8400000	0	8400000	0	0	0	1500000
D	2.3.03.02.25	1	07	10	013	048	7082	C	1	1	1	110000005022300	0	16800000	0	16800000	0	16800000	0	0	0	0
D	2.3.03.02.25	1	7	10	013	048	7082	S	1	1	1	110000005022300	0	16053331	0	373332	0	373332	0	0	0	15679999
D	2.3.03.02.47	1	07	10	013	070	7081	C	1	1	1	110000005022300	0	16800000	0	16800000	0	16800000	0	0	0	0
D	2.3.03.02.55	1	07	10	002	084	7098	C	1	1	1	110000005022300	0	12196350	0	10196350	0	10196350	0	0	0	2000000
D	2.3.03.02.57	1	16	10	013	015	7018	S	1	1	1	110000005022300	0	1329108915	0	1144306098	0	1144306098	0	0	-0.00000047683715820312	184802817
D	2.3.03.02.57	1	16	10	019	015	7018	S	1	1	1	110000005022300	0	1735743137.3200002	0	1735743137.3200002	0	1735743137.3200002	0	0	-0.0000005960464477539	-0.0000005923211574554481
D	2.3.03.02.57	1	16	10	021	015	7018	S	1	1	1	110000005022300	0	497421231	0	204590690.55	0	204590690.55	0	0	0.000000029802322387695	292830540.45
D	2.3.03.02.57	1	16	11	047	015	7018	S	1	1	1	110000005022300	0	1328925.01	0	1328925.01	0	1328925.01	0	0	0	0
D	2.3.03.02.61	1	16	10	013	011	7074	C	1	1	1	110000005022300	0	169266000	0	46671000	0	46671000	0	0	0	122595000
D	2.3.03.02.98	1	07	10	002	028	7109	C	1	1	1	110000005022300	0	4999550	0	4999550	0	4999550	0	0	0	0
D	2.3.03.02.98	1	07	10	013	028	7109	C	1	1	1	110000005022300	0	53344500	0	40400000	0	40400000	0	0	0	12944500
D	2.3.03.02.98	1	7	10	013	028	7104	S	1	1	1	110000005022300	0	15720000	0	320000	0	320000	0	0	0	15400000
D	2.3.03.03.01.01	1	07	10	013	074	70131	C	1	1	1	110000005022300	0	17296476	0	17296476	0	16680905	0	0	615571	0
D	2.3.03.03.05.01	1	07	10	013	074	70131	C	1	1	1	110000005022300	0	30624950	0	30624950	0	30624950	0	0	0	0
D	2.3.03.03.05.01	1	7	10	013	074	70131	S	1	1	1	110000005022300	0	20222756	0	10622756	0	9538976	0	0	1083780	9600000
D	2.3.05.02.98	1	07	10	013	066	70112	C	1	1	1	110000005022300	0	80408550	0	80408550	0	80408550	0	0	0	0
D	2.3.05.03	1	07	10	002	066	70112	C	1	1	1	110000005022300	0	28000000	0	28000000	0	28000000	0	0	0	0
D	2.3.05.03	1	07	10	013	066	70112	C	1	1	1	110000005022300	0	125866665.7	0	123866665.7	0	123866665.7	0	0	0	2000000
D	2.3.05.03	1	7	10	013	066	70112	S	1	1	1	110000005022300	0	77144345	0	1733333	0	1733333	0	0	0	75411012
D	2.3.06.02.03	1	07	10	013	022	7063	C	1	1	1	110000005022300	0	35513022	0	35513022	0	35513022	0	0	0	0
D	2.3.06.02.03	1	07	10	013	023	7051	C	1	1	1	110000005022300	0	56038180	0	56038180	0	56038180	0	0	0	0
D	2.3.06.02.03	1	07	10	013	024	7052	C	1	1	1	110000005022300	0	14490415	0	14490415	0	14490415	0	0	0	0
D	2.3.06.02.03	1	07	84	047	023	7051	C	1	1	1	110000005022300	0	36354208	0	36354208	0	36354208	0	0	0	0
D	2.3.06.02.03	1	07	84	047	092	7043206	C	1	1	1	110000005022300	0	18477185	0	18477185	0	18477185	0	0	0	0
D	2.3.06.02.03	1	7	10	013	022	7063	S	1	1	1	110000005022300	0	49068978	0	21356957	0	21356957	0	0	0	27712021
D	2.3.06.02.03	1	7	10	013	023	7051	S	1	1	1	110000005022300	0	98478381	0	33682660	0	33682660	0	0	0	64795721
D	2.3.06.02.03	1	7	10	013	024	7052	S	1	1	1	110000005022300	0	17298585	0	8711525	0	8711525	0	0	0	8587060
D	2.3.06.02.09	1	07	10	013	002	7098	C	1	1	1	110000005022300	0	24302520	0	17147520	0	17147520	0	0	0	7155000
D	2.4.02.01.01	1	07	10	013	098	7017	C	1	1	1	110000005022300	0	88289787	0	88289787	0	88289787	0	0	0	0
D	2.4.02.02.01	1	07	10	013	098	7017	C	1	1	1	110000005022300	0	12563203.88	0	12563203.88	0	12563203.88	0	0	0	0.000000001862645149231
