S;212350223;10103;2020;CGN2015_001_SALDOS_Y_MOVIMIENTOS_CONVERGENCIA
D;1.1.10.05;1167798237.27;1910596414.27;1336114423.63;1742280227.91;1742280227.91;0
D;1.1.10.06;1740444539.91;828611559.45;671875941.55;1897180157.81;1897180157.81;0
D;1.1.10.13;7895660.14;0;0;7895660.14;7895660.14;0
D;1.1.10.90;252337.99;0;0;252337.99;252337.99;0
D;1.3.05.07;1051833700.41;177734363.5;208345553.38;1021222510.53;1021222510.53;0
D;1.3.05.08;0;287105476;287082476;23000;23000;0
D;1.3.05.19;0;2934379;2934379;0;0;0
D;1.3.05.21;0;15375000;15375000;0;0;0
D;1.3.05.33;0;1437800;1437600;200;200;0
D;1.3.05.35;0;35685000;35685000;0;0;0
D;1.3.05.45;0;24697702;24697702;0;0;0
D;1.3.05.58;0;58520;58520;0;0;0
D;1.3.05.60;0;98366;98366;0;0;0
D;1.3.05.62;45353265.7;11088279;12001248;44440296.7;44440296.7;0
D;1.3.11.02;0;1080664;1080664;0;0;0
D;1.3.11.13;0;42862199;42820341;41858;41858;0
D;1.3.11.18;0;2008701;1920485;88216;88216;0
D;1.3.11.27;0;30902713;30902713;0;0;0
D;1.3.11.90;10723096.56;15827613;15827613;10723096.56;10723096.56;0
D;1.3.18.02;161749109.24;0;0;161749109.24;161749109.24;0
D;1.3.18.03;62574634.87;0;0;62574634.87;62574634.87;0
D;1.3.18.04;265046193.25;0;0;265046193.25;265046193.25;0
D;1.3.18.08;135109946;0;0;135109946;135109946;0
D;1.3.18.09;64606186;0;0;64606186;64606186;0
D;1.3.18.10;294878020;0;0;294878020;294878020;0
D;1.3.37.02;5530892563.19;81589528.22;601572317.25;5010909774.16;5010909774.16;0
D;1.3.37.03;104279605;1631491602.99;1041435081.19;694336126.8;694336126.8;0
D;1.3.37.04;0;109240968.8;21264201;87976767.8;87976767.8;0
D;1.3.37.05;176565110;826159602.8;501362356;501362356.8;501362356.8;0
D;1.3.37.06;6870301;0;0;6870301;6870301;0
D;1.3.37.07;2373604;7492452.8;6119830;3746226.8;3746226.8;0
D;1.3.37.10;30037315;151460335.2;105767483;75730167.2;75730167.2;0
