S;212350223;10103;2020;CGN2015_001_SALDOS_Y_MOVIMIENTOS_CONVERGENCIA
D;1.3.37.12;55748944;2301623;31081;58019486;58019486;0
D;1.3.84.01;106822262.11;618925159;618925159;106822262.11;106822262.11;0
D;1.3.84.39;0;9921096;9921096;0;0;0
D;1.3.84.40;0;6792.05;0;6792.05;6792.05;0
D;1.3.84.90;0;6282455;4074455;2208000;2208000;0
D;1.5.10.02;467365800;0;0;467365800;467365800;0
D;1.5.25.90;12760000;0;0;12760000;12760000;0
D;1.6.05.01;695418899;0;0;695418899;0;695418899
D;1.6.05.02;245023301;0;0;245023301;0;245023301
D;1.6.15.90;1359774128;0;0;1359774128;0;1359774128
D;1.6.40.01;835362000;0;0;835362000;0;835362000
D;1.6.40.09;400052401;0;0;400052401;0;400052401
D;1.6.45.02;7678400;0;0;7678400;0;7678400
D;1.6.55.05;133230579;0;0;133230579;0;133230579
D;1.6.55.90;20869500;0;0;20869500;0;20869500
D;1.6.65.01;61527034;0;0;61527034;0;61527034
D;1.6.65.02;35878698;0;0;35878698;0;35878698
D;1.6.65.90;3157754;0;0;3157754;0;3157754
D;1.6.70.01;860000;0;0;860000;0;860000
D;1.6.70.02;151307239;0;0;151307239;0;151307239
D;1.6.75.02;933401121;0;0;933401121;0;933401121
D;1.6.85.01;-858917128.9;0;10961874.12;-869879003.02;0;-869879003.02
D;1.6.85.02;-5182920;0;0;-5182920;0;-5182920
D;1.6.85.04;-154100079;3297375.18;6594750.36;-157397454.18;0;-157397454.18
D;1.6.85.06;-57195278.65;0;3757459.32;-60952737.97;0;-60952737.97
D;1.6.85.07;-114017926.83;0;10220962.02;-124238888.85;0;-124238888.85
D;1.6.85.08;-844106773.86;0;27036720.12;-871143493.98;0;-871143493.98
D;1.7.10.01;2400000000;0;0;2400000000;0;2400000000
D;1.7.10.04;213817200;0;0;213817200;0;213817200
D;1.7.10.05;10421340704;0;0;10421340704;0;10421340704
D;1.7.10.14;416366901;0;0;416366901;0;416366901
D;1.7.10.90;6291600;0;0;6291600;0;6291600
D;1.7.85.01;-156666666.98;0;20000000.04;-176666667.02;0;-176666667.02
D;1.7.85.04;-142247830.07;0;1781809.98;-144029640.05;0;-144029640.05
D;1.7.85.05;-975688752.49;0;104213406.96;-1079902159.45;0;-1079902159.45
D;1.7.85.90;-5022794;0;62916;-5085710;0;-5085710
D;1.9.02.02;0;0;0;0;0;0
D;1.9.04.04;2076302656.67;0;0;2076302656.67;2076302656.67;0
D;1.9.08.01;0;14674343.25;0;14674343.25;14674343.25;0
D;2.3.14.01;209611713.85;34398844.98;4968915.98;180181784.85;180181784.85;0
D;2.4.01.01;75414455;6097604;16319355;85636206;85636206;0
D;2.4.01.02;143236419.36;2521412888.32;2447653662.99;69477194.03;69477194.03;0
D;2.4.03.15;0;86551496;86551496;0;0;0
D;2.4.07.19;4782921;2403632;30757105;33136394;33136394;0
D;2.4.07.20;140457102.38;38178845;56159913;158438170.38;158438170.38;0
D;2.4.07.22;28798456.68;26217986.01;42464046.96;45044517.63;45044517.63;0
D;2.4.07.26;22979812.71;92;2471266.69;25450987.4;25450987.4;0
D;2.4.24.01;0;2835265;4195894;1360629;1360629;0
D;2.4.24.02;0;2754065;4074094;1320029;1320029;0
D;2.4.24.05;0;759379;1177386;418007;418007;0
D;2.4.24.07;981729;24708225;15791257;-7935239;-7935239;0
D;2.4.24.12;0;337155;523833;186678;186678;0
D;2.4.36.03;1300000;1300000;1891569;1891569;1891569;0
D;2.4.36.05;9185953.43;9354018.48;778144;610078.95;610078.95;0
D;2.4.36.08;2210377;3549837;1984052;644592;644592;0
D;2.4.36.15;1874000;2756000;882000;0;0;0
D;2.4.36.25;5327831.45;5851967.45;1535738;1011602;1011602;0
D;2.4.36.26;14907550;14907550;26334846;26334846;26334846;0
D;2.4.90.27;0;7508426;7508426;0;0;0
D;2.4.90.34;0;985600;1482400;496800;496800;0
D;2.4.90.40;980077;0;0;980077;980077;0
D;2.4.90.45;331767546;11357648;0;320409898;320409898;0
D;2.4.90.50;0;2296200;3453100;1156900;1156900;0
D;2.4.90.51;0;8008000;8008000;0;0;0
D;2.4.90.54;11308334;20808334;9500000;0;0;0
D;2.5.11.01;0;101852416;101852416;0;0;0
D;2.5.11.02;64636792.9;39613376;9188008;34211424.9;34211424.9;0
D;2.5.11.03;4204086.73;4460869;3062436;2805653.73;2805653.73;0
D;2.5.11.04;17371225;21314251;8333013;4389987;4389987;0
D;2.5.11.05;12058875;14862804;7193916;4389987;4389987;0
D;2.5.11.06;9566089;7475098;5168077;7259068;7259068;0
D;2.5.11.07;0;229889;9040349;8810460;8810460;0
D;2.5.11.09;1470883;8586979;8788947;1672851;1672851;0
D;2.5.11.11;0;403200;576100;172900;172900;0
D;2.5.11.13;0;4400000;4400000;0;0;0
D;2.5.11.22;0;8263835;12224706;3960871;3960871;0
D;2.5.11.23;0;9807135;12613306;2806171;2806171;0
D;2.5.11.24;0;2621800;3942600;1320800;1320800;0
D;2.5.11.90;0;2263680;2263680;0;0;0
D;2.5.14.14;1169059588.32;0;0;1169059588.32;1169059588.32;0
D;2.9.02.01;9394882;0;3463757;12858639;12858639;0
D;2.9.17.04;0;10787000;0;-10787000;-10787000;0
D;3.1.05.06;19936755122;0;0;19936755122;0;19936755122
D;3.1.09.01;2540716503.72;0;5386568078.78;7927284582.5;0;7927284582.5
D;3.1.09.02;-1550432008.77;0;0;-1550432008.77;0;-1550432008.77
D;3.1.10.01;10818222549.63;5386568078.78;0;5431654470.85;0;5431654470.85
D;3.1.10.02;-5431654470.86;0;0;-5431654470.86;0;-5431654470.86
D;4.1.05.07;0;0;177734363.5;177734363.5;0;177734363.5
D;4.1.05.08;0;0;294092357;294092357;0;294092357
D;4.1.05.19;0;0;2934379;2934379;0;2934379
D;4.1.05.21;0;0;15375000;15375000;0;15375000
D;4.1.05.33;0;0;1437800;1437800;0;1437800
D;4.1.05.35;0;0;35685000;35685000;0;35685000
D;4.1.05.45;0;0;24697702;24697702;0;24697702
D;4.1.05.58;0;0;58520;58520;0;58520
D;4.1.05.60;0;0;98366;98366;0;98366
D;4.1.05.62;0;0;11088279;11088279;0;11088279
D;4.1.10.02;0;0;1080664;1080664;0;1080664
D;4.1.10.27;0;630652.96;77511845;76881192.04;0;76881192.04
D;4.1.10.46;0;0;2008701;2008701;0;2008701
D;4.1.10.61;0;0;65837116;65837116;0;65837116
D;4.1.95.10;0;34672325.69;0;-34672325.69;0;-34672325.69
D;4.1.95.11;0;3717209;0;-3717209;0;-3717209
D;4.1.95.18;0;334700;0;-334700;0;-334700
D;4.1.95.48;0;1181811.81;0;-1181811.81;0;-1181811.81
D;4.4.08.17;0;0;1622443705.99;1622443705.99;0;1622443705.99
D;4.4.08.18;0;0;109240968.8;109240968.8;0;109240968.8
D;4.4.08.19;0;0;826159602.8;826159602.8;0;826159602.8
D;4.4.08.21;0;0;7492452.8;7492452.8;0;7492452.8
D;4.4.08.24;0;0;151460335.2;151460335.2;0;151460335.2
D;4.4.13.04;0;0;68860973.62;68860973.62;0;68860973.62
D;4.4.13.05;0;0;12728554.6;12728554.6;0;12728554.6
D;4.4.28.02;0;0;618925159;618925159;0;618925159
D;4.4.28.04;0;0;11349520;11349520;0;11349520
D;4.8.02.01;0;0;4025818.3;4025818.3;0;4025818.3
D;4.8.02.32;0;0;6792.05;6792.05;0;6792.05
D;4.8.08.17;0;0;9921096;9921096;0;9921096
D;4.8.08.26;0;0;133935.15;133935.15;0;133935.15
D;5.1.01.01;0;101852416;0;101852416;0;101852416
D;5.1.01.19;0;7116096;0;7116096;0;7116096
D;5.1.01.60;0;2263680;0;2263680;0;2263680
D;5.1.03.02;0;3942600;0;3942600;0;3942600
D;5.1.03.03;0;12613306;0;12613306;0;12613306
D;5.1.03.05;0;576100;0;576100;0;576100
D;5.1.03.06;0;8263835;0;8263835;0;8263835
D;5.1.03.07;0;3960871;0;3960871;0;3960871
D;5.1.04.01;0;2958100;0;2958100;0;2958100
D;5.1.04.02;0;495000;0;495000;0;495000
D;5.1.04.03;0;495000;0;495000;0;495000
D;5.1.04.04;0;987400;0;987400;0;987400
D;5.1.07.01;0;8333013;0;8333013;0;8333013
D;5.1.07.02;0;9188008;0;9188008;0;9188008
D;5.1.07.03;0;3062436;0;3062436;0;3062436
D;5.1.07.04;0;7193916;0;7193916;0;7193916
D;5.1.07.05;0;9040349;0;9040349;0;9040349
D;5.1.07.06;0;5168077;0;5168077;0;5168077
D;5.1.07.07;0;1672851;0;1672851;0;1672851
D;5.1.08.01;0;4400000;0;4400000;0;4400000
D;5.1.08.10;0;7508426;0;7508426;0;7508426
D;5.1.11.17;0;8008000;0;8008000;0;8008000
D;5.1.11.23;0;1444302.19;0;1444302.19;0;1444302.19
D;5.1.11.79;0;9500000;0;9500000;0;9500000
D;5.1.11.90;0;944044;0;944044;0;944044
D;5.1.20.24;0;12382;0;12382;0;12382
D;5.3.60.01;0;10961874.12;0;10961874.12;0;10961874.12
D;5.3.60.04;0;6594750.36;3297375.18;3297375.18;0;3297375.18
D;5.3.60.06;0;3757459.32;0;3757459.32;0;3757459.32
D;5.3.60.07;0;10220962.02;0;10220962.02;0;10220962.02
D;5.3.60.08;0;27036720.12;0;27036720.12;0;27036720.12
D;5.3.64.01;0;20000000.04;0;20000000.04;0;20000000.04
D;5.3.64.02;0;1781809.98;0;1781809.98;0;1781809.98
D;5.3.64.03;0;104213406.96;0;104213406.96;0;104213406.96
D;5.3.64.90;0;62916;0;62916;0;62916
D;5.4.23.03;0;86551496;0;86551496;0;86551496
D;5.5.02.06;0;1003285944.19;0;1003285944.19;0;1003285944.19
D;5.5.06.06;0;2800000;0;2800000;0;2800000
D;5.5.07.06;0;1395994842.11;0;1395994842.11;0;1395994842.11
D;5.5.08.01;0;1800000;0;1800000;0;1800000
D;5.5.50.09;0;14175744.5;0;14175744.5;0;14175744.5
D;5.5.50.10;0;5783030;0;5783030;0;5783030
D;5.5.50.11;0;22369800;0;22369800;0;22369800
D;5.8.02.40;0;428141.43;0;428141.43;0;428141.43
D;5.8.03.43;0;0;0;0;0;0
D;5.8.04.35;0;4968915.98;0;4968915.98;0;4968915.98
D;5.8.04.90;0;74094;3111;70983;0;70983
D;5.9.05.01;0;0;0;0;0;0
D;6.3.60.02;0;0;0;0;0;0
D;9.3.90.15;83221381;29307963;25078068;78991486;0;78991486
D;9.9.15.90;-83221381;24715728;28945623;-78991486;0;-78991486
