S	212350223	10709	2020	GASTOS_DE_INVERSION	
D	A.4.2	420	50000000	16800000	16800000	16800000	16800000
D	A.4.5	380	9762997	0	0	0	0
D	A.5.1	100	10000000	10000000	0	0	0
D	A.5.1	110	36000000	36000000	0	0	0
D	A.5.1	390	0	1833933	0	0	0
D	A.5.1	400	47059706	36663263	16053331	373332	373332
D	A.5.1	420	125000000	16800000	16800000	16800000	16800000
D	A.5.12	110	4000000	4000000	0	0	0
D	A.5.5	400	0	18000000	0	0	0
D	A.6.2.2	110	0	167762167	5900000	0	0
D	A.6.5	110	100000000	9000000	9000000	9000000	9000000
D	A.6.5	111	0	18477185	18477185	18477185	18477185
D	A.7.7	420	20000000	20000000	13650000	0	0
D	A.8.5	100	10000000	10000000	0	0	0
D	A.8.5	110	2500000	2500000	0	0	0
D	A.8.5	420	80000000	206000000	6000000	6000000	6000000
D	A.9.1	100	6400000	6400000	6000000	0	0
D	A.9.1	110	10000000	17094713	0	0	0
D	A.9.1	360	72068119	12068119	12000000	12000000	12000000
D	A.9.1	410	0	131719648.6	0	0	0
D	A.9.1	420	152479179.51	152479179.51	71326148	40206148	40206148
D	A.9.1	500	0	709000000	0	0	0
D	A.9.16	420	10000000	10000000	0	0	0
D	A.9.2	100	0	22373643.05	0	0	0
D	A.9.2	350	0	57626356.95	0	0	0
D	A.9.2	360	0	60000000	0	0	0
