S	212350223	10406	2020	CGN2015_001_SALDOS_Y_MOVIMIENTOS_CONVERGENCIA
D	2.4.36.08	1255290	2186018	1541426	610698	610698	0
D	2.4.36.25	1011602	1273155	15714195	15452642	15452642	0
D	2.4.36.26	26334846	26334846	0	0	0	0
D	2.4.90.34	649800	993400	496600	153000	153000	0
D	2.4.90.40	980077	0	0	980077	980077	0
D	2.4.90.45	320409898	7324000	7324000	320409898	320409898	0
D	2.4.90.50	1512900	2313700	1160500	359700	359700	0
D	2.4.90.51	0	5300830	5300830	0	0	0
D	2.4.90.54	0	26200000	26200000	0	0	0
D	2.5.11.01	4108213.67	33000716	33000716	4108213.67	4108213.67	0
D	2.5.11.02	34211424.9	0	0	34211424.9	34211424.9	0
D	2.5.11.03	1907619.73	0	0	1907619.73	1907619.73	0
D	2.5.11.04	4389987	0	0	4389987	4389987	0
D	2.5.11.05	4389987	0	0	4389987	4389987	0
D	2.5.11.06	7259068	0	0	7259068	7259068	0
D	2.5.11.07	8810460	0	0	8810460	8810460	0
D	2.5.11.09	0	10810856	10810856	0	0	0
D	2.5.11.11	226200	691600	344900	-120500	-120500	0
D	2.5.11.13	0	5800000	5800000	0	0	0
D	2.5.11.22	5179087	8078292.28	4117421.28	1218216	1218216	0
D	2.5.11.23	3669287	6600443	3794272	863116	863116	0
D	2.5.11.24	1727100	2641600	1320800	406300	406300	0
D	2.5.11.90	20960	754560	754560	20960	20960	0
D	2.5.14.14	1290460815	0	0	1290460815	1290460815	0
D	2.9.02.01	12858639	0	0	12858639	12858639	0
D	2.9.17.04	0	396230000	0	-396230000	-396230000	0
D	3.1.05.06	19936755122	0	0	19936755122	0	19936755122
D	3.1.09.01	8326686126.94	0	0	8326686126.94	0	8326686126.94
D	3.1.09.02	-1550432008.77	0	0	-1550432008.77	0	-1550432008.77
D	3.1.10.01	5431654470.85	0	0	5431654470.85	0	5431654470.85
D	3.1.10.02	-5431654470.86	0	0	-5431654470.86	0	-5431654470.86
D	3.1.51.01	-233748770.97	0	0	-233748770.97	0	-233748770.97
D	4.1.05.07	201433733.5	0	653366	202087099.5	0	202087099.5
D	4.1.05.08	283210357	0	527784702	810995059	0	810995059
D	4.1.05.19	2934379	0	0	2934379	0	2934379
D	4.1.05.21	15375000	0	1606000	16981000	0	16981000
D	4.1.05.33	1437800	0	484260	1922060	0	1922060
D	4.1.05.35	35685000	0	0	35685000	0	35685000
D	4.1.05.45	24697702	0	4753466	29451168	0	29451168
D	4.1.05.58	58520	0	0	58520	0	58520
D	4.1.05.60	98366	0	0	98366	0	98366
D	4.1.05.62	11799385	0	29673250	41472635	0	41472635
D	4.1.10.02	1080664	0	0	1080664	0	1080664
D	4.1.10.27	78138830.04	0	14691748	92830578.04	0	92830578.04
D	4.1.10.46	2008701	0	295526	2304227	0	2304227
D	4.1.10.61	65837116	0	0	65837116	0	65837116
D	4.1.95.10	-34672325.69	322948.67	0	-34995274.36	0	-34995274.36
D	4.1.95.11	-3717209	782000	0	-4499209	0	-4499209
D	4.1.95.18	-334700	16900	0	-351600	0	-351600
D	4.1.95.48	-1181811.81	9904.58	0	-1191716.39	0	-1191716.39
D	4.3.21.09	54729598	0	0	54729598	0	54729598
D	4.3.22.08	22056730	0	0	22056730	0	22056730
D	4.3.23.07	87277700	0	0	87277700	0	87277700
D	4.4.08.17	431144862	0	287429908	718574770	0	718574770
D	4.4.08.18	122375075	0	27310242.2	149685317.2	0	149685317.2
D	4.4.08.19	487195869	0	162398623.2	649594492.2	0	649594492.2
D	4.4.08.21	5619339	0	3746226.2	9365565.2	0	9365565.2
D	4.4.08.24	113595252	0	75730167.8	189325419.8	0	189325419.8
D	4.4.13.04	101004312	0	0	101004312	0	101004312
D	4.4.13.05	18816715	0	0	18816715	0	18816715
D	4.4.21.04	714942454.62	0	650494831.92	1365437286.54	0	1365437286.54
D	4.4.28.02	618925159	0	0	618925159	0	618925159
D	4.4.28.03	0	0	30848	30848	0	30848
D	4.4.28.04	64795780.54	0	66002377.13	130798157.67	0	130798157.67
D	4.7.05.08	81699430	0	0	81699430	0	81699430
D	4.8.02.01	4048547.3	0	1278855	5327402.3	0	5327402.3
D	4.8.02.32	7280	0	0.05	7280.05	0	7280.05
D	4.8.08.17	9921096	0	2093635	12014731	0	12014731
D	4.8.08.26	282427.15	0	618	283045.15	0	283045.15
D	5.1.01.01	119124202	33000716	0	152124918	0	152124918
D	5.1.01.19	8284242	10810856	0	19095098	0	19095098
D	5.1.01.60	2616113	754560	0	3370673	0	3370673
D	5.1.02.90	0	156549.28	0	156549.28	0	156549.28
D	5.1.03.02	4648000	1320800	0	5968800	0	5968800
D	5.1.03.03	14096626	3794272	0	17890898	0	17890898
D	5.1.03.05	667500	344900	0	1012400	0	1012400
D	5.1.03.06	10031555	3960872	0	13992427	0	13992427
D	5.1.03.07	4287271	0	0	4287271	0	4287271
D	5.1.04.01	3487700	991000	0	4478700	0	4478700
D	5.1.04.02	583600	165800	0	749400	0	749400
D	5.1.04.03	583600	165800	0	749400	0	749400
D	5.1.04.04	1164200	330800	0	1495000	0	1495000
D	5.1.07.01	10957376	0	0	10957376	0	10957376
D	5.1.07.02	9188008	0	0	9188008	0	9188008
